2023-01-10 17:10:12,686 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-01-10 17:10:12,744 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-01-10 17:10:12,746 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-01-10 17:10:12,748 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-01-10 17:10:12,752 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-01-10 17:10:12,753 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-01-10 17:10:12,754 INFO  SwAddin.cs: 201 - Setting up command manager
2023-01-10 17:10:12,756 INFO  SwAddin.cs: 204 - Adding command manager
2023-01-10 17:10:12,760 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-01-10 17:10:12,760 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-01-10 17:10:12,761 INFO  SwAddin.cs: 210 - Adding event handlers
2023-01-10 17:10:12,764 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-01-10 17:17:03,797 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2023-01-10 17:17:03,834 INFO  SwAddin.cs: 299 - Save is required
2023-01-10 17:17:03,836 INFO  SwAddin.cs: 313 - Saving assembly
2023-01-10 17:17:03,837 INFO  SwAddin.cs: 316 - Opening property manager
2023-01-10 17:17:03,969 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2023-01-10 17:17:03,989 INFO  ExportHelperExtension.cs: 1136 - Found 23 in Assem1
2023-01-10 17:17:03,989 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1
2023-01-10 17:17:03,989 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-01-10 17:17:03,998 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2023-01-10 17:17:03,998 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Lblock-1
2023-01-10 17:17:03,998 INFO  ExportHelperExtension.cs: 1136 - Found 24 in Lblock-1
2023-01-10 17:17:03,998 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Lblock-1
2023-01-10 17:17:03,998 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1
2023-01-10 17:17:03,998 INFO  ExportHelperExtension.cs: 1136 - Found 23 in Assem1
2023-01-10 17:17:03,998 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem1
2023-01-10 17:17:03,998 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-01-10 17:17:03,998 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2023-01-10 17:17:03,998 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Lblock-1
2023-01-10 17:17:03,998 INFO  ExportHelperExtension.cs: 1136 - Found 24 in Lblock-1
2023-01-10 17:17:03,998 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Lblock-1
2023-01-10 17:17:04,367 INFO  SwAddin.cs: 339 - Loading config tree
2023-01-10 17:17:04,377 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2023-01-10 17:17:04,386 INFO  SwAddin.cs: 344 - Showing property manager
2023-01-10 17:17:14,518 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2023-01-10 17:17:18,107 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
